Row,id10580,id10581,id10582,id10583,id10585,id11402,id12222,id14193,id14765,id15697,id16531,id16532,id16533,id16534,id16535,id16536,id5541,id5579,id5580,id5581,id5583,id5590,id5592,id5594,id5595,id5597,id5598,id5602,id5604,id5605,id5606,id5608,id5609,id5610,id5612,id5614,id5616,id5619,id5621,id5627
id16531,NaN,NaN,1,1,NaN,NaN,0.75,NaN,1,0.75,1,NaN,NaN,1,0.8,0.888888888888889,NaN,NaN,1,NaN,NaN,NaN,0.857142857142857,NaN,NaN,NaN,0.875,NaN,NaN,NaN,0.857142857142857,0.8,0.4,NaN,0.777777777777778,1,NaN,NaN,NaN,NaN
id16532,0.875,NaN,1,NaN,NaN,NaN,NaN,1,0.833333333333333,NaN,NaN,1,1,NaN,NaN,NaN,1,NaN,NaN,0,NaN,NaN,1,0.916666666666667,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0.875,1,NaN
id16533,1,0.666666666666667,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,0.909090909090909,1,1,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0.666666666666667,0.833333333333333,NaN,NaN,1,NaN,NaN
id16534,0.777777777777778,NaN,1,NaN,NaN,NaN,NaN,0.666666666666667,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,0.75,NaN,NaN,NaN,NaN,NaN,0.666666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0.333333333333333,NaN,0.625
id16535,NaN,0.714285714285714,1,1,0.833333333333333,NaN,1,0.5,NaN,NaN,0.8,NaN,1,NaN,1,NaN,0.857142857142857,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,0.714285714285714,1,NaN,0.6,0.6,NaN,1,0.8,NaN,NaN,NaN,NaN
id16536,NaN,0.888888888888889,NaN,0.833333333333333,0.666666666666667,0.777777777777778,NaN,NaN,NaN,0.625,0.888888888888889,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,0.888888888888889,0.75,NaN,1,NaN,1,NaN,0.833333333333333,NaN,0.888888888888889,NaN,NaN,NaN,NaN,NaN
id5541,NaN,0.857142857142857,NaN,NaN,0.666666666666667,NaN,NaN,0.5,0.833333333333333,NaN,NaN,1,NaN,NaN,0.857142857142857,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,0.857142857142857,NaN,NaN,NaN,NaN,NaN,0.857142857142857,1,NaN,0.833333333333333,1,NaN
id5579,0.714285714285714,0.571428571428571,0.956521739130435,0.714285714285714,1,NaN,0.941176470588235,NaN,NaN,0.684210526315789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.870967741935484,0.894736842105263,0.9,0.857142857142857,0.647058823529412,0.714285714285714,0.85,0.857142857142857,0.714285714285714,0.892857142857143,1,0.785714285714286,0.705882352941177,0.85,0.8,0.9,0.705882352941177,0.91304347826087,0.857142857142857,0.6,0.714285714285714,0.942857142857143
id5580,0.777777777777778,0.75,0.884615384615385,0.75,0.75,NaN,0.769230769230769,1,0.75,0.909090909090909,1,NaN,NaN,0.75,NaN,NaN,NaN,0.870967741935484,1,0.733333333333333,0.818181818181818,0.75,0.666666666666667,0.666666666666667,0.870967741935484,0.75,0.894736842105263,0.875,0.888888888888889,0.8125,0.75,0.8125,0.9,0.75,0.75,0.92,0.777777777777778,0.705882352941177,0.625,0.894736842105263
id5581,0.888888888888889,0.875,0.909090909090909,0.875,0.625,NaN,0.958333333333333,NaN,NaN,0.888888888888889,NaN,0,0,NaN,NaN,NaN,NaN,0.894736842105263,0.733333333333333,1,0.875,0.916666666666667,0.888888888888889,1,0.777777777777778,0.875,0.875,0.944444444444444,0.777777777777778,0.947368421052632,0.875,0.909090909090909,0.75,0.923076923076923,0.875,0.916666666666667,0.875,0.571428571428571,1,0.9
id5583,0.909090909090909,0.777777777777778,0.833333333333333,0.8,0.772727272727273,0.875,0.75,NaN,NaN,0.909090909090909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9,0.818181818181818,0.875,1,0.962962962962963,0.875,0.909090909090909,0.857142857142857,0.769230769230769,0.8,0.818181818181818,0.842105263157895,0.857142857142857,0.75,0.875,0.625,0.714285714285714,0.75,0.818181818181818,0.75,0.909090909090909,0.947368421052632,0.909090909090909
id5590,0.875,0.705882352941177,0.875,0.8,0.823529411764706,0.833333333333333,0.8125,NaN,NaN,0.928571428571429,NaN,NaN,0.909090909090909,NaN,1,NaN,NaN,0.857142857142857,0.75,0.916666666666667,0.962962962962963,1,0.875,0.882352941176471,0.818181818181818,0.730769230769231,0.75,0.75,0.764705882352941,0.866666666666667,0.75,0.888888888888889,0.625,0.636363636363636,0.75,0.846153846153846,0.75,0.833333333333333,0.866666666666667,0.875
id5592,1,0.916666666666667,0.888888888888889,0.869565217391304,0.625,NaN,0.916666666666667,1,NaN,0.684210526315789,0.857142857142857,1,1,NaN,1,1,NaN,0.647058823529412,0.666666666666667,0.888888888888889,0.875,0.875,1,1,0.888888888888889,0.875,0.838709677419355,0.888888888888889,0.833333333333333,0.952380952380952,0.961538461538462,0.8,0.714285714285714,0.875,0.931034482758621,0.866666666666667,0.888888888888889,0.714285714285714,1,0.8
id5594,1,0.833333333333333,0.923076923076923,0.777777777777778,0.666666666666667,NaN,0.875,0.875,0.8,NaN,NaN,0.916666666666667,1,NaN,NaN,NaN,1,0.714285714285714,0.666666666666667,1,0.909090909090909,0.882352941176471,1,1,0.875,0.875,0.866666666666667,0.888888888888889,0.777777777777778,0.941176470588235,0.875,0.875,0.75,0.764705882352941,0.882352941176471,0.923076923076923,0.888888888888889,0.8,1,0.75
id5595,0.863636363636364,0.75,0.904761904761905,1,0.75,NaN,1,1,0.666666666666667,0.857142857142857,NaN,1,1,0.666666666666667,NaN,NaN,NaN,0.85,0.870967741935484,0.777777777777778,0.857142857142857,0.818181818181818,0.888888888888889,0.875,1,1,0.933333333333333,1,0.875,1,1,1,0.823529411764706,1,1,0.95,1,0.666666666666667,0.888888888888889,0.935483870967742
id5597,0.9,0.888888888888889,1,1,0.733333333333333,0.904761904761905,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,0.888888888888889,NaN,0.857142857142857,0.75,0.875,0.769230769230769,0.730769230769231,0.875,0.875,1,1,1,1,0.928571428571429,0.947368421052632,1,0.952380952380952,0.9375,1,1,1,1,0.5,0.857142857142857,0.875
id5598,0.857142857142857,0.846153846153846,0.954545454545455,0.952380952380952,0.75,NaN,1,0.9,NaN,0.888888888888889,0.875,1,NaN,NaN,NaN,0.75,NaN,0.714285714285714,0.894736842105263,0.875,0.8,0.75,0.838709677419355,0.866666666666667,0.933333333333333,1,1,1,0.909090909090909,0.894736842105263,0.846153846153846,1,0.882352941176471,1,0.821428571428571,1,1,0.5,0.875,0.95
id5602,0.875,0.75,0.947368421052632,1,0.75,NaN,1,NaN,NaN,0.833333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.892857142857143,0.875,0.944444444444444,0.818181818181818,0.75,0.888888888888889,0.888888888888889,1,1,1,1,0.888888888888889,1,1,0.952380952380952,0.875,1,1,1,1,0.5,0.875,0.967741935483871
id5604,0.75,0.884615384615385,0.916666666666667,0.875,0.794117647058823,0.933333333333333,0.888888888888889,0.777777777777778,NaN,NaN,NaN,NaN,NaN,NaN,0.714285714285714,1,0.857142857142857,1,0.888888888888889,0.777777777777778,0.842105263157895,0.764705882352941,0.833333333333333,0.777777777777778,0.875,0.928571428571429,0.909090909090909,0.888888888888889,1,0.875,0.875,0.888888888888889,0.833333333333333,0.882352941176471,0.8,0.875,0.888888888888889,0.666666666666667,0.777777777777778,1
id5605,0.9,0.764705882352941,1,0.9375,0.75,0.75,1,1,NaN,0.857142857142857,NaN,NaN,1,NaN,1,NaN,NaN,0.785714285714286,0.8125,0.947368421052632,0.857142857142857,0.866666666666667,0.952380952380952,0.941176470588235,1,0.947368421052632,0.894736842105263,1,0.875,1,1,0.972222222222222,0.909090909090909,0.863636363636364,0.962962962962963,1,1,0.5,0.928571428571429,0.952380952380952
id5606,0.875,0.75,1,0.904761904761905,0.75,NaN,1,NaN,NaN,0.647058823529412,0.857142857142857,NaN,NaN,NaN,NaN,1,NaN,0.705882352941177,0.75,0.875,0.75,0.75,0.961538461538462,0.875,1,1,0.846153846153846,1,0.875,1,1,1,0.875,1,0.961538461538462,1,1,0.5,0.875,0.875
id5608,0.9,0.75,1,1,0.75,1,0.888888888888889,1,NaN,0.95,0.8,NaN,NaN,NaN,0.6,NaN,NaN,0.85,0.8125,0.909090909090909,0.875,0.888888888888889,0.8,0.875,1,0.952380952380952,1,0.952380952380952,0.888888888888889,0.972222222222222,1,1,0.8125,1,1,0.933333333333333,1,0.5,0.875,0.91304347826087
id5609,0.8,0.928571428571429,0.85,0.777777777777778,0.714285714285714,0.833333333333333,0.769230769230769,1,NaN,NaN,0.4,NaN,NaN,NaN,0.6,0.833333333333333,NaN,0.8,0.9,0.75,0.625,0.625,0.714285714285714,0.75,0.823529411764706,0.9375,0.882352941176471,0.875,0.833333333333333,0.909090909090909,0.875,0.8125,1,0.875,0.875,0.807692307692308,0.875,0.666666666666667,0.75,0.85
id5610,0.875,0.823529411764706,1,1,0.75,0.75,1,NaN,NaN,NaN,NaN,NaN,0.666666666666667,NaN,NaN,NaN,NaN,0.9,0.75,0.923076923076923,0.714285714285714,0.636363636363636,0.875,0.764705882352941,1,1,1,1,0.882352941176471,0.863636363636364,1,1,0.875,1,0.875,1,1,0.5,0.888888888888889,0.928571428571429
id5612,0.818181818181818,0.791666666666667,1,0.863636363636364,0.785714285714286,NaN,1,0.571428571428571,NaN,0.695652173913043,0.777777777777778,NaN,0.833333333333333,NaN,1,0.888888888888889,0.857142857142857,0.705882352941177,0.75,0.875,0.75,0.75,0.931034482758621,0.882352941176471,1,1,0.821428571428571,1,0.8,0.962962962962963,0.961538461538462,1,0.875,0.875,1,1,1,0.6,0.875,0.818181818181818
id5614,0.875,0.75,0.96551724137931,1,0.75,NaN,0.882352941176471,1,0.875,NaN,1,1,NaN,1,0.8,NaN,1,0.91304347826087,0.92,0.916666666666667,0.818181818181818,0.846153846153846,0.866666666666667,0.923076923076923,0.95,1,1,1,0.875,1,1,0.933333333333333,0.807692307692308,1,1,1,1,0.636363636363636,0.928571428571429,0.956521739130435
id5616,0.875,0.75,1,1,0.75,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.857142857142857,0.777777777777778,0.875,0.75,0.75,0.888888888888889,0.888888888888889,1,1,1,1,0.888888888888889,1,1,1,0.875,1,1,1,1,0.5,0.875,0.875
id5619,0.714285714285714,0.833333333333333,0.5,0.5,0.666666666666667,NaN,0.5,0.785714285714286,0.571428571428571,0.5,NaN,0.875,1,0.333333333333333,NaN,NaN,0.833333333333333,0.6,0.705882352941177,0.571428571428571,0.909090909090909,0.833333333333333,0.714285714285714,0.8,0.666666666666667,0.5,0.5,0.5,0.666666666666667,0.5,0.5,0.5,0.666666666666667,0.5,0.6,0.636363636363636,0.5,1,0.823529411764706,0.588235294117647
id5621,1,0.875,0.875,0.888888888888889,0.727272727272727,0.5,0.888888888888889,NaN,0.833333333333333,0.875,NaN,1,NaN,NaN,NaN,NaN,1,0.714285714285714,0.625,1,0.947368421052632,0.866666666666667,1,1,0.888888888888889,0.857142857142857,0.875,0.875,0.777777777777778,0.928571428571429,0.875,0.875,0.75,0.888888888888889,0.875,0.928571428571429,0.875,0.823529411764706,1,0.75
id5627,0.736842105263158,0.7,0.91304347826087,0.875,0.875,NaN,0.95,1,0.625,0.727272727272727,NaN,NaN,NaN,0.625,NaN,NaN,NaN,0.942857142857143,0.894736842105263,0.9,0.909090909090909,0.875,0.8,0.75,0.935483870967742,0.875,0.95,0.967741935483871,1,0.952380952380952,0.875,0.91304347826087,0.85,0.928571428571429,0.818181818181818,0.956521739130435,0.875,0.588235294117647,0.75,1
